,Token Name,Address,Address Url,Crypto Type,Time Stamp,Max Supply,# of Holder,Transfers,Decimals,Token Type
0,ETH Marketplace,0x1307a1fd102526257466599c5d42024dd72b300b,https://etherscan.io/token/0x1307a1fd102526257466599c5d42024dd72b300b,Etherium,01/06/2021 18:13:16,10000000000002,12,18,18,New
1,EthereumShiba,0xa475d9e167e9ad9aa4bf7ae4e00bfce3a60d397e,https://etherscan.io/token/0xa475d9e167e9ad9aa4bf7ae4e00bfce3a60d397e,Etherium,01/06/2021 18:13:16,1000000000000,23,24,18,New
2,ETH ONE,0x34ee6500e9c309a5845b5e145e17cc76d2a65662,https://etherscan.io/token/0x34ee6500e9c309a5845b5e145e17cc76d2a65662,Etherium,01/06/2021 18:13:16,100000000000000,41,75,9,New
3,Vinyl,0xc17b6c92bb728259ca2f76c88a4a48ac077587f7,https://etherscan.io/token/0xc17b6c92bb728259ca2f76c88a4a48ac077587f7,Etherium,01/06/2021 18:13:16,5000000,73,163,18,New
4,eSafe  https://t.me/EthSafeToken,0xa10deec94ab4cdb8a80ca3bf6037feee221109e4,https://etherscan.io/token/0xa10deec94ab4cdb8a80ca3bf6037feee221109e4,Etherium,01/06/2021 18:13:16,100000000000000,18,27,9,New
5,Moon Inu.finance,0x4ccedc93ec1cd1bebb09cdb7d516cdcabc04774a,https://etherscan.io/token/0x4ccedc93ec1cd1bebb09cdb7d516cdcabc04774a,Etherium,01/06/2021 18:13:16,275000000,4,5,6,New
6,WAGMIï¸,0x23e5f6c2f6753842518a65462762cb6d50f85280,https://etherscan.io/token/0x23e5f6c2f6753842518a65462762cb6d50f85280,Etherium,01/06/2021 18:13:16,1000000000000,28,92,9,New
7,Shiba Cookies,0xb7f3251f52b6624bfdc55a3be05a5e9eeb55ed4c,https://etherscan.io/token/0xb7f3251f52b6624bfdc55a3be05a5e9eeb55ed4c,Etherium,01/06/2021 18:13:16,1000000000000,301,528,9,New
8,Cavapoo,0x456d8f0d25a4e787ee60c401f8b963a465148f70,https://etherscan.io/token/0x456d8f0d25a4e787ee60c401f8b963a465148f70,Etherium,01/06/2021 18:13:16,10000000000000000,633,1546,9,New
9,xTesla Finance,0x8afd4ce7633985e93a1d0def08dc81b9bc66fcaf,https://etherscan.io/token/0x8afd4ce7633985e93a1d0def08dc81b9bc66fcaf,Etherium,01/06/2021 18:13:16,100000000000,7,25,18,New
10,mrshiba.finance,0xbbafafa5c32c6d0513ffb899d6509fd93b2e992f,https://etherscan.io/token/0xbbafafa5c32c6d0513ffb899d6509fd93b2e992f,Etherium,01/06/2021 18:13:16,100000000000000,75,194,9,New
11,Karate Inu,0x97ce409302fdddda282741a0f0cafdd1cabd7f8c,https://etherscan.io/token/0x97ce409302fdddda282741a0f0cafdd1cabd7f8c,Etherium,01/06/2021 18:13:16,1000000000000,16,19,18,New
12,EthBOMB,0x0285e641ed4f34e70b9eb61dbd4e465c5767581b,https://etherscan.io/token/0x0285e641ed4f34e70b9eb61dbd4e465c5767581b,Etherium,01/06/2021 18:13:16,90166094268.778510466,17,24,9,New
