,Token Name,Address,Address Url,Crypto Type,Time Stamp,Max Supply,# of Holder,Transfers,Decimals,Token Type
10,Cons Inu,0xec03af39131ab3b8509b87b9c9257b2e6651764d,https://etherscan.io/token/0xec03af39131ab3b8509b87b9c9257b2e6651764d,Etherium,02/06/2021 13:36:16,1000000000000000,5,10,18,New
11,DefureDoge,0x43b11adeba77fc12cc64179332b9d2fb03d535e7,https://etherscan.io/token/0x43b11adeba77fc12cc64179332b9d2fb03d535e7,Etherium,02/06/2021 13:36:16,1000000000000000,2,4,9,New
12,Akita Cookies,0xf0c8ba02ec1d22827c98327e29e14ee7bed1cc0f,https://etherscan.io/token/0xf0c8ba02ec1d22827c98327e29e14ee7bed1cc0f,Etherium,02/06/2021 13:36:16,1000000000000,404,1138,9,New
13,American KISHU,0xa85d6c5814d5dba03570ed0bad510e7d33fecd32,https://etherscan.io/token/0xa85d6c5814d5dba03570ed0bad510e7d33fecd32,Etherium,02/06/2021 13:36:16,1000000000000000,59,362,9,New
14,Ethereum Mango,0x38f08ad16b123d66aaefd5fb857e97f1e2213997,https://etherscan.io/token/0x38f08ad16b123d66aaefd5fb857e97f1e2213997,Etherium,02/06/2021 13:36:16,1000000000000000,6,12,18,New
15,FIFA Ultimate Token,0x31ecdfa78039ce88135902137de160a535c1d2df,https://etherscan.io/token/0x31ecdfa78039ce88135902137de160a535c1d2df,Etherium,02/06/2021 13:36:16,1000000000000000,5,7,9,New
16,Flux Protocol,0x7645ddfeeceda57e41f92679c4acd83c56a81d14,https://etherscan.io/token/0x7645ddfeeceda57e41f92679c4acd83c56a81d14,Etherium,02/06/2021 13:36:16,21000000,9,321,18,New
17,SMSCodes,0x668f7dfb8c8d716839fa5dbea317d8723ebe6110,https://etherscan.io/token/0x668f7dfb8c8d716839fa5dbea317d8723ebe6110,Etherium,02/06/2021 13:36:16,100000000,66,152,0,New
18,Laika Protocol,0x0bffc5692960bb043d3216839bdd6e5e64ff1b4e,https://etherscan.io/token/0x0bffc5692960bb043d3216839bdd6e5e64ff1b4e,Etherium,02/06/2021 13:36:16,1195000873917.559376865,51,239,9,New
19,Lollipop,0xfb6a7831bd2498accbc9fb97fc1b740752ed9f02,https://etherscan.io/token/0xfb6a7831bd2498accbc9fb97fc1b740752ed9f02,Etherium,02/06/2021 13:36:16,5000000000,19,27,18,New
20,Litecoinmax,0x97825b4adee063b93dff926743f0efd86c648aaa,https://etherscan.io/token/0x97825b4adee063b93dff926743f0efd86c648aaa,Etherium,02/06/2021 13:36:16,100000000000,6,8,9,New
21,Ethereum Blue,0x726050cd09070d95e0bff86b64a4b02d4bf670f1,https://etherscan.io/token/0x726050cd09070d95e0bff86b64a4b02d4bf670f1,Etherium,02/06/2021 13:36:16,10000000000000,18,24,18,New
22,Baichi Inu,0x55f6539c34a09cfeabf6ab664c6eed6a48849af0,https://etherscan.io/token/0x55f6539c34a09cfeabf6ab664c6eed6a48849af0,Etherium,02/06/2021 13:36:16,10000000000000,4,8,18,New
23,RockDoge,0x0620f4dacf224a6d7afd2603b4cb15ed74b786e6,https://etherscan.io/token/0x0620f4dacf224a6d7afd2603b4cb15ed74b786e6,Etherium,02/06/2021 13:36:16,10000000000,3,4,18,New
24,Moji,0x744f742abbdb64e712ff6fb80c1287190354675c,https://etherscan.io/token/0x744f742abbdb64e712ff6fb80c1287190354675c,Etherium,02/06/2021 13:36:16,1000000000000,2,3,18,New
25,CactusToken,0x5877f64b775b066c7fa655456a8a39a2c27a3f27,https://etherscan.io/token/0x5877f64b775b066c7fa655456a8a39a2c27a3f27,Etherium,02/06/2021 13:36:16,100000000000000,14,19,9,New
26,EthGold,0x9a8d675b57261c2aab618cc0a73dd75116e0db73,https://etherscan.io/token/0x9a8d675b57261c2aab618cc0a73dd75116e0db73,Etherium,02/06/2021 13:36:16,100000000,2,2,9,New
27,SNP Token,0x795dbf627484f8248d3d6c09c309825c1563e873,https://etherscan.io/token/0x795dbf627484f8248d3d6c09c309825c1563e873,Etherium,02/06/2021 13:36:16,370680.873607423254468011,2254 ( 0.177%),71251,18,New
28,xDog Finance,0x6e5f79fbbacbcb8487ee1b110f0255d8b9139c47,https://etherscan.io/token/0x6e5f79fbbacbcb8487ee1b110f0255d8b9139c47,Etherium,02/06/2021 13:36:16,100000000000,11,20,18,New
29,eNFT,0x14af7e1692d68462def1e95e98b0801d7b5f20d4,https://etherscan.io/token/0x14af7e1692d68462def1e95e98b0801d7b5f20d4,Etherium,02/06/2021 13:36:16,500000000,47,53,9,New
30,0x Protocol,0x80b81c6c7278f804e8327d20a18fde170272d3fa,https://etherscan.io/token/0x80b81c6c7278f804e8327d20a18fde170272d3fa,Etherium,02/06/2021 13:36:16,500000000000000,3,7,18,New
31,Diamond Inu,0x51953caebba3f3f249f63d8949d8c4d60564b5b5,https://etherscan.io/token/0x51953caebba3f3f249f63d8949d8c4d60564b5b5,Etherium,02/06/2021 13:36:16,5000000000,22,28,18,New
32,Keshi Inu,0x0b55bfec20f3c4d01995e956c9c63ff29ba81bf0,https://etherscan.io/token/0x0b55bfec20f3c4d01995e956c9c63ff29ba81bf0,Etherium,02/06/2021 13:36:16,100000000000000,6,9,18,New
33,Ethereum KOJI,0x64a20352f977898b63dbc893d13dd26be654851a,https://etherscan.io/token/0x64a20352f977898b63dbc893d13dd26be654851a,Etherium,02/06/2021 13:36:16,1000000000000000,8,10,18,New
34,Ethereum PUMP,0x26eea8b05001cc341e96a4e1f306c8cf9e37a33b,https://etherscan.io/token/0x26eea8b05001cc341e96a4e1f306c8cf9e37a33b,Etherium,02/06/2021 13:36:16,1000000000000,14,68,9,New
35,EthanolShiba,0xdada46cd19bf7119863aa9d1041e5c15f23bb9ba,https://etherscan.io/token/0xdada46cd19bf7119863aa9d1041e5c15f23bb9ba,Etherium,02/06/2021 13:36:16,1000000000000000,14,22,18,New
36,Legless Captain Tsubasa,0xaf44786a03b31309bc53a81164428f5f76f4ef5b,https://etherscan.io/token/0xaf44786a03b31309bc53a81164428f5f76f4ef5b,Etherium,02/06/2021 13:36:16,100000000000000000,102,360,9,New
37,Ethereum Charizard,0x6e42a6748f5ec8b5b22af1ddc67101381be13c3f,https://etherscan.io/token/0x6e42a6748f5ec8b5b22af1ddc67101381be13c3f,Etherium,02/06/2021 13:36:16,1000000000000,112,405,9,New
38,Meowth,0x41c2f170f3f1b2c9a66edec1e61069fd67edd413,https://etherscan.io/token/0x41c2f170f3f1b2c9a66edec1e61069fd67edd413,Etherium,02/06/2021 13:36:16,100000000000000,20,35,9,New
39,Ethereum Maxi,0x851bbf02ee2171d7ec1d45c35f33ee6e2985e2d9,https://etherscan.io/token/0x851bbf02ee2171d7ec1d45c35f33ee6e2985e2d9,Etherium,02/06/2021 13:36:16,100000000000000,151,397,9,New
40,Bitcoin Max,0x51bcf4ecf2761e44175d201a20ac7e946e3c4cbd,https://etherscan.io/token/0x51bcf4ecf2761e44175d201a20ac7e946e3c4cbd,Etherium,02/06/2021 13:36:16,21000000000,249,1275,9,New
41,Spaghettinuð,0xa1fc6d28b2fc00ff0ff93b2da3f2b3c8ae85ad64,https://etherscan.io/token/0xa1fc6d28b2fc00ff0ff93b2da3f2b3c8ae85ad64,Etherium,02/06/2021 13:36:16,1000000000000,514,1925,9,New
42,Nuggets Swap,0x7532476ad7f174f8115947a341c16c681cf9088a,https://etherscan.io/token/0x7532476ad7f174f8115947a341c16c681cf9088a,Etherium,02/06/2021 13:36:16,5000000000,7,15,18,New
43,CyclopDoge,0xe3859fa2628c47bdd410172a6177fe7c7808cc83,https://etherscan.io/token/0xe3859fa2628c47bdd410172a6177fe7c7808cc83,Etherium,02/06/2021 13:36:16,1000000000000000,7,35,18,New
44,Baby Doge Coin,0xc3b8769b3b17924bf0b6117d387063ceca2e35dc,https://etherscan.io/token/0xc3b8769b3b17924bf0b6117d387063ceca2e35dc,Etherium,02/06/2021 13:36:16,1000000000000000,7,20,18,New
45,Ethereum Rainchu (raichucoin.com),0xe0ee657a6cfbee395ac621f3cd3c57b7b36f781f,https://etherscan.io/token/0xe0ee657a6cfbee395ac621f3cd3c57b7b36f781f,Etherium,02/06/2021 13:36:16,1000000000000,1,1,9,New
46,Ethereum Ultra Max,0xd2c5581ff3e9fb5e4afe11eb2e58af89039cd219,https://etherscan.io/token/0xd2c5581ff3e9fb5e4afe11eb2e58af89039cd219,Etherium,02/06/2021 13:36:16,500000000,6,6,9,New
47,Ethereum String,0x8eb2d5cefe51a319c846e5eb8fad5faa93922f5e,https://etherscan.io/token/0x8eb2d5cefe51a319c846e5eb8fad5faa93922f5e,Etherium,02/06/2021 13:36:16,1000000000000000,30,56,18,New
48,Ethereum Ultra Max,0x3f18f5d87826b249d022e0215fb500f8992e72a6,https://etherscan.io/token/0x3f18f5d87826b249d022e0215fb500f8992e72a6,Etherium,02/06/2021 13:36:16,100000000000000,256,1320,9,New
49,Ethereum Raichu (raichucoin.com),0x0c5a7d3244ec293afae46ad5036301fb2a84d00e,https://etherscan.io/token/0x0c5a7d3244ec293afae46ad5036301fb2a84d00e,Etherium,02/06/2021 13:36:16,1000000000000,271,1069,9,New
50,ETH Marketplace,0x1307a1fd102526257466599c5d42024dd72b300b,https://etherscan.io/token/0x1307a1fd102526257466599c5d42024dd72b300b,Etherium,02/06/2021 13:36:16,10000000000002,13,19,18,New
51,EthereumShiba,0xa475d9e167e9ad9aa4bf7ae4e00bfce3a60d397e,https://etherscan.io/token/0xa475d9e167e9ad9aa4bf7ae4e00bfce3a60d397e,Etherium,02/06/2021 13:36:16,1000000000000,24,25,18,New
52,ETH ONE,0x34ee6500e9c309a5845b5e145e17cc76d2a65662,https://etherscan.io/token/0x34ee6500e9c309a5845b5e145e17cc76d2a65662,Etherium,02/06/2021 13:36:16,100000000000000,45,80,9,New
53,Vinyl,0xc17b6c92bb728259ca2f76c88a4a48ac077587f7,https://etherscan.io/token/0xc17b6c92bb728259ca2f76c88a4a48ac077587f7,Etherium,02/06/2021 13:36:16,5000000,91,201,18,New
54,eSafe  https://t.me/EthSafeToken,0xa10deec94ab4cdb8a80ca3bf6037feee221109e4,https://etherscan.io/token/0xa10deec94ab4cdb8a80ca3bf6037feee221109e4,Etherium,02/06/2021 13:36:16,100000000000000,18,27,9,New
55,Moon Inu.finance,0x4ccedc93ec1cd1bebb09cdb7d516cdcabc04774a,https://etherscan.io/token/0x4ccedc93ec1cd1bebb09cdb7d516cdcabc04774a,Etherium,02/06/2021 13:36:16,275000000,9,12,6,New
56,WAGMIï¸,0x23e5f6c2f6753842518a65462762cb6d50f85280,https://etherscan.io/token/0x23e5f6c2f6753842518a65462762cb6d50f85280,Etherium,02/06/2021 13:36:16,1000000000000,27,94,9,New
57,Shiba Cookies,0xb7f3251f52b6624bfdc55a3be05a5e9eeb55ed4c,https://etherscan.io/token/0xb7f3251f52b6624bfdc55a3be05a5e9eeb55ed4c,Etherium,02/06/2021 13:36:16,1000000000000,1271,3910,9,New
58,Cavapoo,0x456d8f0d25a4e787ee60c401f8b963a465148f70,https://etherscan.io/token/0x456d8f0d25a4e787ee60c401f8b963a465148f70,Etherium,02/06/2021 13:36:16,10000000000000000,848,2419,9,New
59,xTesla Finance,0x8afd4ce7633985e93a1d0def08dc81b9bc66fcaf,https://etherscan.io/token/0x8afd4ce7633985e93a1d0def08dc81b9bc66fcaf,Etherium,02/06/2021 13:36:16,100000000000,8,27,18,New
60,mrshiba.finance,0xbbafafa5c32c6d0513ffb899d6509fd93b2e992f,https://etherscan.io/token/0xbbafafa5c32c6d0513ffb899d6509fd93b2e992f,Etherium,02/06/2021 13:36:16,100000000000000,75,194,9,New
61,Karate Inu,0x97ce409302fdddda282741a0f0cafdd1cabd7f8c,https://etherscan.io/token/0x97ce409302fdddda282741a0f0cafdd1cabd7f8c,Etherium,02/06/2021 13:36:16,1000000000000,16,19,18,New
62,EthBOMB,0x0285e641ed4f34e70b9eb61dbd4e465c5767581b,https://etherscan.io/token/0x0285e641ed4f34e70b9eb61dbd4e465c5767581b,Etherium,02/06/2021 13:36:16,90166094268.778510466,17,24,9,New
63,www.superinu.finance,0x8e2b11b6d3c03b6c9a9de498ca8f14ca8a314a46,https://etherscan.io/token/0x8e2b11b6d3c03b6c9a9de498ca8f14ca8a314a46,Etherium,02/06/2021 13:36:16,10000000000000,17,37,18,New
64,UnSafeMoon,0x8a1b3a817877137ba9462459cc6e4b6af8879f14,https://etherscan.io/token/0x8a1b3a817877137ba9462459cc6e4b6af8879f14,Etherium,02/06/2021 13:36:16,100000000000000,8,13,9,New
65,Ethereum Space,0x0cc18c8c6f9072a7419ef6b80c79ca97540c14d7,https://etherscan.io/token/0x0cc18c8c6f9072a7419ef6b80c79ca97540c14d7,Etherium,02/06/2021 13:36:16,1000000000000000,7,8,18,New
66,HODL inu,0x95eb3c651b8212362a7c1dccc9e0e0240eba9471,https://etherscan.io/token/0x95eb3c651b8212362a7c1dccc9e0e0240eba9471,Etherium,02/06/2021 13:36:16,1000000000000,38,124,9,New
67,Ethereum Dragon,0x46eef6df28e501799f2c12eb44f49dc2f1d09049,https://etherscan.io/token/0x46eef6df28e501799f2c12eb44f49dc2f1d09049,Etherium,02/06/2021 13:36:16,10000000000000,11,13,18,New
68,Star Foxx,0x31d457e7bcff5bc9a5ef86e6a5ea1db5b5c3bfb0,https://etherscan.io/token/0x31d457e7bcff5bc9a5ef86e6a5ea1db5b5c3bfb0,Etherium,02/06/2021 13:36:16,1000000000000,986,3757,18,New
69,Rich Doge,0x582d66c6d81ee943566f41895475f47f7ccf9f90,https://etherscan.io/token/0x582d66c6d81ee943566f41895475f47f7ccf9f90,Etherium,02/06/2021 13:36:16,1000000000000000,9,13,18,New
70,Koji,0x1c8266a4369af6d80df2659ba47b3c98f35cb8be,https://etherscan.io/token/0x1c8266a4369af6d80df2659ba47b3c98f35cb8be,Etherium,02/06/2021 13:36:16,1000000000000,4315,9006,18,New
71,EtherChibi,0xa84308c5d8522342e5fa86db98609dd08bf71f12,https://etherscan.io/token/0xa84308c5d8522342e5fa86db98609dd08bf71f12,Etherium,02/06/2021 13:36:16,100000000000000,10,14,18,New
72,Nyan Kanna,0x5ba5eb6c55028adceb7f82d8dd50fc3f37305db7,https://etherscan.io/token/0x5ba5eb6c55028adceb7f82d8dd50fc3f37305db7,Etherium,02/06/2021 13:36:16,100000000000000,6,10,9,New
73,EthElon | t.me/EthElonToken,0xa47861219642c8214d4f5f21cf9891f238ca07cb,https://etherscan.io/token/0xa47861219642c8214d4f5f21cf9891f238ca07cb,Etherium,02/06/2021 13:36:16,1000000000000,240,1904,9,New
74,eMooncat,0xea752e880490d1fccaf7b392693e1dc6d64696d8,https://etherscan.io/token/0xea752e880490d1fccaf7b392693e1dc6d64696d8,Etherium,02/06/2021 13:36:16,100000000000000,5,9,18,New
75,Chibi Inu,0x9fc77d85d1facb95a60fa2950ac612640f07e2ec,https://etherscan.io/token/0x9fc77d85d1facb95a60fa2950ac612640f07e2ec,Etherium,02/06/2021 13:36:16,100000000000000,612,1734,9,New
76,Toromi Inu,0x9d0e32d6c58d0c01f00e15bd7b3006193d95de60,https://etherscan.io/token/0x9d0e32d6c58d0c01f00e15bd7b3006193d95de60,Etherium,02/06/2021 13:36:16,10000000000000,2,8,18,New
77,Ethereum West Always,0x6879fbe037be059abe26a381202a9f30b6411481,https://etherscan.io/token/0x6879fbe037be059abe26a381202a9f30b6411481,Etherium,02/06/2021 13:36:16,1000000000000,10,13,18,New
78,Ethereum Rocket,0x0e0d5f125543fdbc3870ac44108bcb82f5edff1d,https://etherscan.io/token/0x0e0d5f125543fdbc3870ac44108bcb82f5edff1d,Etherium,02/06/2021 13:36:16,100000000000000000,264,1292,18,New
79,SMILE DOGE,0x1f051d2fd265899b8dece589b20f0cb0a5ab509d,https://etherscan.io/token/0x1f051d2fd265899b8dece589b20f0cb0a5ab509d,Etherium,02/06/2021 13:36:16,1000000000000000,5,9,18,New
80,TheBridge,0x391612e67b0252e0d1e1460501b41545931faef9,https://etherscan.io/token/0x391612e67b0252e0d1e1460501b41545931faef9,Etherium,02/06/2021 13:36:16,5000000000,20,54,18,New
81,Carbon GEMS,0xe74ac81b14021d0cfb835f269f48f25918c5cae6,https://etherscan.io/token/0xe74ac81b14021d0cfb835f269f48f25918c5cae6,Etherium,02/06/2021 13:36:16,1000000000,2452,4002,18,New
82,E2P Group,0xa0b84460a1e78339692c7463009c35f0b9a6ae4c,https://etherscan.io/token/0xa0b84460a1e78339692c7463009c35f0b9a6ae4c,Etherium,02/06/2021 13:36:16,5000000000,556,625,18,New
83,Jejudoge,0x939a7a577d93ad29b64c1595b1284ce660a479b9,https://etherscan.io/token/0x939a7a577d93ad29b64c1595b1284ce660a479b9,Etherium,02/06/2021 13:36:16,1000000000000000,2273,11791,18,New
84,Ethereum Ethereum,0xefbf37c00619ad3a8b2f15512d0e8cdf41645760,https://etherscan.io/token/0xefbf37c00619ad3a8b2f15512d0e8cdf41645760,Etherium,02/06/2021 13:36:16,1000000000000,54,346,9,New
85,safebooty.xyz ð,0x83b15b3bd4f092483c9194815fba63829b28b910,https://etherscan.io/token/0x83b15b3bd4f092483c9194815fba63829b28b910,Etherium,02/06/2021 13:36:16,1000000000000,26,177,18,New
86,PleaseSER,0x1cb3d0c72a5db2b63ce53ab858b9c3712551f819,https://etherscan.io/token/0x1cb3d0c72a5db2b63ce53ab858b9c3712551f819,Etherium,02/06/2021 13:36:16,100000000000000000,7,14,9,New
87,EthereumInfitnity,0x11306ee42d6b03af8602d15edcc58113ecadbfdc,https://etherscan.io/token/0x11306ee42d6b03af8602d15edcc58113ecadbfdc,Etherium,02/06/2021 13:36:16,1000000000000000,6,7,18,New
88,White Kishu Inu,0x0d7903b7e66592462748622902431d4880d92113,https://etherscan.io/token/0x0d7903b7e66592462748622902431d4880d92113,Etherium,02/06/2021 13:36:16,1000000000000000,4,6,9,New
89,DUMP INU,0xe4f073777e0b1a8796b17b430ca9e2c35b2b6209,https://etherscan.io/token/0xe4f073777e0b1a8796b17b430ca9e2c35b2b6209,Etherium,02/06/2021 13:36:16,1000000000000,5,10,9,New
90,Fat Cat,0xdf71773d76a482540e7f55478673d10dc637b632,https://etherscan.io/token/0xdf71773d76a482540e7f55478673d10dc637b632,Etherium,02/06/2021 13:36:16,5000000000,27,35,18,New
91,Ethereum Summer,0xb762c499f17bc62d06065d941deea5006fe413f9,https://etherscan.io/token/0xb762c499f17bc62d06065d941deea5006fe413f9,Etherium,02/06/2021 13:36:16,100000000,6,13,18,New
92,Golfrochain,0x996652b6c5c4b1154b25515db21b7bbadd40ddfa,https://etherscan.io/token/0x996652b6c5c4b1154b25515db21b7bbadd40ddfa,Etherium,02/06/2021 13:36:16,1000000000,24 (0.00%),356,18,New
93,GENEBANK Token,0x7aa46a51f717404d944051af3075bbcb49b2288b,https://etherscan.io/token/0x7aa46a51f717404d944051af3075bbcb49b2288b,Etherium,02/06/2021 13:36:16,10000000000,595 ( 5.882%),614,18,New
94,Ethereum Gaming,0x9c7450d8a16368dc737cf74f77c723c1784d9896,https://etherscan.io/token/0x9c7450d8a16368dc737cf74f77c723c1784d9896,Etherium,02/06/2021 13:36:16,1000000000000000,51,131,9,New
95,Dog Supreme,0x5070ee45977daecff0c0bf4daec5a8b9f2c11b83,https://etherscan.io/token/0x5070ee45977daecff0c0bf4daec5a8b9f2c11b83,Etherium,02/06/2021 13:36:16,100000000000000,13,14,9,New
96,EthereumReborn,0x0c6bf92d7cd2ca5351f326996c012e8e5bf5f0ad,https://etherscan.io/token/0x0c6bf92d7cd2ca5351f326996c012e8e5bf5f0ad,Etherium,02/06/2021 13:36:16,100000000000000,30,51,9,New
97,eMooncat,0xd01beb277d309a1e4a068688a02331f8d60da21b,https://etherscan.io/token/0xd01beb277d309a1e4a068688a02331f8d60da21b,Etherium,02/06/2021 13:36:16,100000000,15,26,18,New
98,Pink Panda,0x670994cd351017bf99b745ae44d16d0020666828,https://etherscan.io/token/0x670994cd351017bf99b745ae44d16d0020666828,Etherium,02/06/2021 13:36:16,500000000000000,10,21,9,New
99,DeFiCity,0x4437b2d5f2e6ff915a050c9e28f27c0210938600,https://etherscan.io/token/0x4437b2d5f2e6ff915a050c9e28f27c0210938600,Etherium,02/06/2021 13:36:16,100000000,35,38,18,New
100,PowerLab,0xc6a5b35845c5a2690a5371e147d1ef31d77f5662,https://bscscan.com/token/0xc6a5b35845c5a2690a5371e147d1ef31d77f5662,Binance,02/06/2021 13:52:10,125000000,48,51,18,New
101,习近平 Coin,0xba033174e3b28f6d052f56c79143a726f5d2c349,https://bscscan.com/token/0xba033174e3b28f6d052f56c79143a726f5d2c349,Binance,02/06/2021 13:52:10,1000000000000,69,96,18,New
102,TrezorOfficial,0x7ecf36780c072ab0ec1e913cfe8f2f709afccdaf,https://bscscan.com/token/0x7ecf36780c072ab0ec1e913cfe8f2f709afccdaf,Binance,02/06/2021 13:52:10,10000000000000,10,34,18,New
103,SAFE ELON MOON🥮,0x3ead625c9ac279d6142778bc07287a4019c7b818,https://bscscan.com/token/0x3ead625c9ac279d6142778bc07287a4019c7b818,Binance,02/06/2021 13:52:10,70000000000,13,46,18,New
104,Hukku,0xfa01d3a2b25cdf3b1a6b2361fa07cc71a5f2fba0,https://bscscan.com/token/0xfa01d3a2b25cdf3b1a6b2361fa07cc71a5f2fba0,Binance,02/06/2021 13:52:10,1000000000000000,2602,6413,9,New
105,Trust Network,0xf55cd2365c8ddedf4e67d770a13237b71bb7ef5f,https://bscscan.com/token/0xf55cd2365c8ddedf4e67d770a13237b71bb7ef5f,Binance,02/06/2021 13:52:10,1000000000,13,15,0,New
106,ComProToken,0xf41d6f9680ea216aad62baa7101af40fee688046,https://bscscan.com/token/0xf41d6f9680ea216aad62baa7101af40fee688046,Binance,02/06/2021 13:52:10,10750676.116033,2586,11600,18,New
107,Pliny the Elder,0xc62ecd4b05df4a44d1b49ce2995dc7404118c057,https://bscscan.com/token/0xc62ecd4b05df4a44d1b49ce2995dc7404118c057,Binance,02/06/2021 13:52:10,1000000000000,75,96,18,New
108,Vortex Finance,0xc575626dacce3ac89e3f9062a6343a0c7a620bcf,https://bscscan.com/token/0xc575626dacce3ac89e3f9062a6343a0c7a620bcf,Binance,02/06/2021 13:52:10,1000000000000,14,15,0,New
109,TPAU,0x7d5fe159b73d878524bd73ae0d1fb089150f0371,https://bscscan.com/token/0x7d5fe159b73d878524bd73ae0d1fb089150f0371,Binance,02/06/2021 13:52:10,1000000000000000,74,194,9,New
110,GalaxyDoge,0x3920b063f63099511b5205de0d580934cdb5d608,https://bscscan.com/token/0x3920b063f63099511b5205de0d580934cdb5d608,Binance,02/06/2021 13:52:10,1000000000,5,15,18,New
111,HitChain,0x2d4852ac322d7f5c0b01ff7e1333a2a36a644c3f,https://bscscan.com/token/0x2d4852ac322d7f5c0b01ff7e1333a2a36a644c3f,Binance,02/06/2021 13:52:10,40000000000000000,10584,21749,8,New
112,RedBull Coin,0x0bfbd0b2a3f05d81126eedd2bda7f62b6551e74f,https://bscscan.com/token/0x0bfbd0b2a3f05d81126eedd2bda7f62b6551e74f,Binance,02/06/2021 13:52:10,1000000000000,14,29,18,New
113,Wrapped Compound,0x0b771e34526886d9fff8e764cf557d1cb5943c89,https://bscscan.com/token/0x0b771e34526886d9fff8e764cf557d1cb5943c89,Binance,02/06/2021 13:52:10,10000000,3233,5757,8,New
114,WeedFinance,0x0a1c648fa8e5e047cc687ef54000b7e310025c5e,https://bscscan.com/token/0x0a1c648fa8e5e047cc687ef54000b7e310025c5e,Binance,02/06/2021 13:52:10,100000000,7,33,9,New
115,Ocean Dream,0x01eabe8db7e7502a7d5b4a1848153e2959c16e75,https://bscscan.com/token/0x01eabe8db7e7502a7d5b4a1848153e2959c16e75,Binance,02/06/2021 13:52:10,1000000000,8,8,0,New
116,Fly Chicken,0xf50da4948c4469ffc8f1b801975e25635ce0e4f9,https://bscscan.com/token/0xf50da4948c4469ffc8f1b801975e25635ce0e4f9,Binance,02/06/2021 13:52:10,1000000000000000,212,565,9,New
117,Edward Cullen Token,0xd2736f4d13387e4215c0b57b71c6aba9fc6fe5aa,https://bscscan.com/token/0xd2736f4d13387e4215c0b57b71c6aba9fc6fe5aa,Binance,02/06/2021 13:52:10,1000000000000,106,122,18,New
118,8GAG,0xb1a72f7501b44f1ea24f2b54eba471930d771fd6,https://bscscan.com/token/0xb1a72f7501b44f1ea24f2b54eba471930d771fd6,Binance,02/06/2021 13:52:10,1234500000000000000000,15,21,8,New
119,Bitcoin King,0x42cc9a3471ed77d90cd3420df7fed9db08692ce8,https://bscscan.com/token/0x42cc9a3471ed77d90cd3420df7fed9db08692ce8,Binance,02/06/2021 13:52:10,1000000000000,93,108,18,New
120,SantaSocks,0xf48f267eef997f987b6d7074cb44e907d898459a,https://bscscan.com/token/0xf48f267eef997f987b6d7074cb44e907d898459a,Binance,02/06/2021 13:52:10,1000000000000000,82,224,18,New
121,KenzoInu,0x7e9ca6e0e1b8eafc791d698bf3526c5fa61270a0,https://bscscan.com/token/0x7e9ca6e0e1b8eafc791d698bf3526c5fa61270a0,Binance,02/06/2021 13:52:10,100000000000,16,18,0,New
122,Sky,0x6de48c7f9fb1fbd867c5bda9681cfac0791934c0,https://bscscan.com/token/0x6de48c7f9fb1fbd867c5bda9681cfac0791934c0,Binance,02/06/2021 13:52:10,10000000,62,186,18,New
