,Token Name,Address,Address Url,Crypto Type,Time Stamp,Max Supply,# of Holder,Transfers,Decimals,Token Type
0,PitDoge Finance,0x48152f12bf80a04f8c5af5336f2453cde0efb850,https://etherscan.io/token/0x48152f12bf80a04f8c5af5336f2453cde0efb850,Etherium,02/06/2021 16:26:16,,,,,New
1,Hugo Troll,0x3b20fc68542050c0c360339a38cd348d57548351,https://etherscan.io/token/0x3b20fc68542050c0c360339a38cd348d57548351,Etherium,02/06/2021 16:26:16,1111222233333.444455566668889999,10,29,18,New
2,Nacho Inu,0x171a7a92952238d8d432dd3e29b1d78dc8cfaa31,https://etherscan.io/token/0x171a7a92952238d8d432dd3e29b1d78dc8cfaa31,Etherium,02/06/2021 16:26:16,1000000000000,1,1,9,New
3,Female Inu,0x666c5da7019e3b8d96dfa0622644cdde8ba51ebb,https://etherscan.io/token/0x666c5da7019e3b8d96dfa0622644cdde8ba51ebb,Etherium,02/06/2021 16:26:16,100000000000000,50,104,9,New
4,Nature Boy Inu,0xbf820fbb448c564b456ce376cbfbe341b84d1a58,https://etherscan.io/token/0xbf820fbb448c564b456ce376cbfbe341b84d1a58,Etherium,02/06/2021 16:26:16,100000000000000000,166,521,9,New
5,Rocket Akita,0x9a9c0b657ec41ce2ac7c1448bf9cd75aa01c7249,https://etherscan.io/token/0x9a9c0b657ec41ce2ac7c1448bf9cd75aa01c7249,Etherium,02/06/2021 16:26:16,100000000000000,192,580,9,New
6,Mickey Money,0xfa52a1d5cb8f0a2d366828902a7c9b9c45f65d07,https://etherscan.io/token/0xfa52a1d5cb8f0a2d366828902a7c9b9c45f65d07,Etherium,02/06/2021 16:26:16,10000000000000,19,62,18,New
7,Ethereum Blu,0x965d81aab6d465b0ed2c002388414d4f7f14f20c,https://etherscan.io/token/0x965d81aab6d465b0ed2c002388414d4f7f14f20c,Etherium,02/06/2021 16:26:16,1000000000000,123,424,9,New
8,Ether Foxx,0x147a31f5b348fb601419368edab898d55050c4d0,https://etherscan.io/token/0x147a31f5b348fb601419368edab898d55050c4d0,Etherium,02/06/2021 16:26:16,10000000000000,5,12,18,New
9,QANX Token,0xaaa7a10a8ee237ea61e8ac46c50a8db8bcc1baaa,https://etherscan.io/token/0xaaa7a10a8ee237ea61e8ac46c50a8db8bcc1baaa,Etherium,02/06/2021 16:26:16,3333333000,1015,2776,18,New
10,LitShiba t.me/litshibatelegram,0xa099d537ee658a0b7069febfe2d413a6d3e93932,https://etherscan.io/token/0xa099d537ee658a0b7069febfe2d413a6d3e93932,Etherium,02/06/2021 16:26:16,1000000000000,122,346,18,New
11,All for one SHIBA,0x67a3233f2532503fb5c582ccc8216a91793b6efe,https://etherscan.io/token/0x67a3233f2532503fb5c582ccc8216a91793b6efe,Etherium,02/06/2021 16:26:16,1000000000,9,23,18,New
12,Night Life Crypto,0x55fb29d67f2ed012dbab71e018ef37f75d8377e3,https://etherscan.io/token/0x55fb29d67f2ed012dbab71e018ef37f75d8377e3,Etherium,02/06/2021 16:26:16,10000000000000,6,38,18,New
13,Saitama Inu,0x8b3192f5eebd8579568a2ed41e6feb402f93f73f,https://etherscan.io/token/0x8b3192f5eebd8579568a2ed41e6feb402f93f73f,Etherium,02/06/2021 16:26:16,100000000000000000,296,930,9,New
14,EthMoonClone.com,0x5f40d613d710b4ec87f530e6d35aadb69910b4fc,https://etherscan.io/token/0x5f40d613d710b4ec87f530e6d35aadb69910b4fc,Etherium,02/06/2021 16:26:16,15000000000,14,27,9,New
15,Ethereum Star â,0x39b00bdd39c4a1e6743a3f904816778db7e26904,https://etherscan.io/token/0x39b00bdd39c4a1e6743a3f904816778db7e26904,Etherium,02/06/2021 16:26:16,979325560.23064623,269,1609,8,New
16,DogKing,0x09c7d53dcf146fb9e373d406fb19ed330d9323c8,https://etherscan.io/token/0x09c7d53dcf146fb9e373d406fb19ed330d9323c8,Etherium,02/06/2021 16:26:16,10000000000000000,56,128,9,New
17,luckyinu,0xd1c8fa30fded3e0031dc24c1646d74108b096cc2,https://etherscan.io/token/0xd1c8fa30fded3e0031dc24c1646d74108b096cc2,Etherium,02/06/2021 16:26:16,100000000000000000,210,484,9,New
18,Give Global,0xc1019c697009708e6bd1cf12f57863bb751741c9,https://etherscan.io/token/0xc1019c697009708e6bd1cf12f57863bb751741c9,Etherium,02/06/2021 16:26:16,1000000000000000,3,11,18,New
19,Give Global,0x99b7965bc3e02960a20cd5404f3d96d77acff4bc,https://etherscan.io/token/0x99b7965bc3e02960a20cd5404f3d96d77acff4bc,Etherium,02/06/2021 16:26:16,888888888,9,25,18,New
20,American Hokkaidu Inu,0x4623aa7b4ed89bbf8461f6d402658a4a588ed8a2,https://etherscan.io/token/0x4623aa7b4ed89bbf8461f6d402658a4a588ed8a2,Etherium,02/06/2021 16:26:16,4600000000000000,6,8,9,New
21,EthereumPump,0x07eb738b399e9dbffab222604bce086b857bf415,https://etherscan.io/token/0x07eb738b399e9dbffab222604bce086b857bf415,Etherium,02/06/2021 16:26:16,1000000000000000,10,35,9,New
22,Automata,0xa2120b9e674d3fc3875f415a7df52e382f141225,https://etherscan.io/token/0xa2120b9e674d3fc3875f415a7df52e382f141225,Etherium,02/06/2021 16:26:16,1000000000,1 (0.00%),1,18,New
23,Cons Inu,0xec03af39131ab3b8509b87b9c9257b2e6651764d,https://etherscan.io/token/0xec03af39131ab3b8509b87b9c9257b2e6651764d,Etherium,02/06/2021 16:26:16,1000000000000000,5,10,18,New
24,DefureDoge,0x43b11adeba77fc12cc64179332b9d2fb03d535e7,https://etherscan.io/token/0x43b11adeba77fc12cc64179332b9d2fb03d535e7,Etherium,02/06/2021 16:26:16,1000000000000000,2,4,9,New
25,Akita Cookies,0xf0c8ba02ec1d22827c98327e29e14ee7bed1cc0f,https://etherscan.io/token/0xf0c8ba02ec1d22827c98327e29e14ee7bed1cc0f,Etherium,02/06/2021 16:26:16,1000000000000,396,1157,9,New
26,American KISHU,0xa85d6c5814d5dba03570ed0bad510e7d33fecd32,https://etherscan.io/token/0xa85d6c5814d5dba03570ed0bad510e7d33fecd32,Etherium,02/06/2021 16:26:16,1000000000000000,56,378,9,New
27,Ethereum Mango,0x38f08ad16b123d66aaefd5fb857e97f1e2213997,https://etherscan.io/token/0x38f08ad16b123d66aaefd5fb857e97f1e2213997,Etherium,02/06/2021 16:26:16,1000000000000000,7,14,18,New
28,FIFA Ultimate Token,0x31ecdfa78039ce88135902137de160a535c1d2df,https://etherscan.io/token/0x31ecdfa78039ce88135902137de160a535c1d2df,Etherium,02/06/2021 16:26:16,1000000000000000,5,7,9,New
29,Flux Protocol,0x7645ddfeeceda57e41f92679c4acd83c56a81d14,https://etherscan.io/token/0x7645ddfeeceda57e41f92679c4acd83c56a81d14,Etherium,02/06/2021 16:26:16,21000000,9,321,18,New
30,SMSCodes,0x668f7dfb8c8d716839fa5dbea317d8723ebe6110,https://etherscan.io/token/0x668f7dfb8c8d716839fa5dbea317d8723ebe6110,Etherium,02/06/2021 16:26:16,100000000,66,152,0,New
31,Laika Protocol,0x0bffc5692960bb043d3216839bdd6e5e64ff1b4e,https://etherscan.io/token/0x0bffc5692960bb043d3216839bdd6e5e64ff1b4e,Etherium,02/06/2021 16:26:16,1221099888675.01508434,56,249,9,New
32,Lollipop,0xfb6a7831bd2498accbc9fb97fc1b740752ed9f02,https://etherscan.io/token/0xfb6a7831bd2498accbc9fb97fc1b740752ed9f02,Etherium,02/06/2021 16:26:16,5000000000,19,27,18,New
33,Litecoinmax,0x97825b4adee063b93dff926743f0efd86c648aaa,https://etherscan.io/token/0x97825b4adee063b93dff926743f0efd86c648aaa,Etherium,02/06/2021 16:26:16,,,,,New
34,Ethereum Blue,0x726050cd09070d95e0bff86b64a4b02d4bf670f1,https://etherscan.io/token/0x726050cd09070d95e0bff86b64a4b02d4bf670f1,Etherium,02/06/2021 16:26:16,10000000000000,18,24,18,New
35,Baichi Inu,0x55f6539c34a09cfeabf6ab664c6eed6a48849af0,https://etherscan.io/token/0x55f6539c34a09cfeabf6ab664c6eed6a48849af0,Etherium,02/06/2021 16:26:16,10000000000000,4,8,18,New
36,RockDoge,0x0620f4dacf224a6d7afd2603b4cb15ed74b786e6,https://etherscan.io/token/0x0620f4dacf224a6d7afd2603b4cb15ed74b786e6,Etherium,02/06/2021 16:26:16,10000000000,3,4,18,New
