,Token Name,Address,Address Url,Crypto Type,Time Stamp,Max Supply,# of Holder,Transfers,Decimals,Token Type
0,Flux Protocol,0x7645ddfeeceda57e41f92679c4acd83c56a81d14,https://etherscan.io/token/0x7645ddfeeceda57e41f92679c4acd83c56a81d14,Etherium,02/06/2021 06:24:23,21000000,9,321,18,New
1,SMSCodes,0x668f7dfb8c8d716839fa5dbea317d8723ebe6110,https://etherscan.io/token/0x668f7dfb8c8d716839fa5dbea317d8723ebe6110,Etherium,02/06/2021 06:24:23,100000000,66,148,0,New
2,Laika Protocol,0x0bffc5692960bb043d3216839bdd6e5e64ff1b4e,https://etherscan.io/token/0x0bffc5692960bb043d3216839bdd6e5e64ff1b4e,Etherium,02/06/2021 06:24:23,1032091756009.580492871,47,213,9,New
3,Lollipop,0xfb6a7831bd2498accbc9fb97fc1b740752ed9f02,https://etherscan.io/token/0xfb6a7831bd2498accbc9fb97fc1b740752ed9f02,Etherium,02/06/2021 06:24:23,5000000000,19,25,18,New
4,Litecoinmax,0x97825b4adee063b93dff926743f0efd86c648aaa,https://etherscan.io/token/0x97825b4adee063b93dff926743f0efd86c648aaa,Etherium,02/06/2021 06:24:23,100000000000,6,8,9,New
5,Ethereum Blue,0x726050cd09070d95e0bff86b64a4b02d4bf670f1,https://etherscan.io/token/0x726050cd09070d95e0bff86b64a4b02d4bf670f1,Etherium,02/06/2021 06:24:23,10000000000000,18,24,18,New
6,Baichi Inu,0x55f6539c34a09cfeabf6ab664c6eed6a48849af0,https://etherscan.io/token/0x55f6539c34a09cfeabf6ab664c6eed6a48849af0,Etherium,02/06/2021 06:24:23,10000000000000,4,8,18,New
7,RockDoge,0x0620f4dacf224a6d7afd2603b4cb15ed74b786e6,https://etherscan.io/token/0x0620f4dacf224a6d7afd2603b4cb15ed74b786e6,Etherium,02/06/2021 06:24:23,10000000000,3,4,18,New
8,Moji,0x744f742abbdb64e712ff6fb80c1287190354675c,https://etherscan.io/token/0x744f742abbdb64e712ff6fb80c1287190354675c,Etherium,02/06/2021 06:24:23,1000000000000,2,3,18,New
9,CactusToken,0x5877f64b775b066c7fa655456a8a39a2c27a3f27,https://etherscan.io/token/0x5877f64b775b066c7fa655456a8a39a2c27a3f27,Etherium,02/06/2021 06:24:23,100000000000000,14,19,9,New
10,EthGold,0x9a8d675b57261c2aab618cc0a73dd75116e0db73,https://etherscan.io/token/0x9a8d675b57261c2aab618cc0a73dd75116e0db73,Etherium,02/06/2021 06:24:23,100000000,2,2,9,New
11,SNP Token,0x795dbf627484f8248d3d6c09c309825c1563e873,https://etherscan.io/token/0x795dbf627484f8248d3d6c09c309825c1563e873,Etherium,02/06/2021 06:24:23,370132.477817967064418927,2253 ( 0.133%),71222,18,New
12,xDog Finance,0x6e5f79fbbacbcb8487ee1b110f0255d8b9139c47,https://etherscan.io/token/0x6e5f79fbbacbcb8487ee1b110f0255d8b9139c47,Etherium,02/06/2021 06:24:23,100000000000,11,20,18,New
